ISIN,Ticker,Name,Shares,Exchange rate,Result,Total amount,Withholding tax,Currency (Withholding tax),Charge amount (GBP),Stamp duty (GBP),Stamp duty reserve tax (GBP),Transaction fee (GBP),Notes,Order ID,French transaction tax,Execution_Price,Trading day,Trading time,Type,Price,Sector,Industry,YF_TICKER
US62914V1061,NIO,NIO Inc,2,1.31589,10.88,77.06,,,,,,,,EOF549271262,,50.7,13/11/2020,15:27:00,Sell,38.52905638,Consumer Cyclical,Auto Manufacturers,NIO
US98980L1017,ZM,Zoom,2,1.31574,12.57,624.92,,,,,,,,EOF549324439,,411.12,13/11/2020,15:34:00,Sell,312.4629486,Communication Services,Telecom Services,ZM
US74767V1098,QS,QuantumScape,5,1.31572,,61.94,,,,,,,,EOF549479550,,16.3,13/11/2020,15:53:00,Buy,12.38865412,Consumer Cyclical,Auto Parts,QS
US83088V1026,WORK,Slack,15,1.31808,,291.22,,,,,,,,EOF550034281,,25.59,13/11/2020,17:41:00,Buy,19.41460306,Technology,Software—Application,WORK
US98980L1017,ZM,Zoom,2,1.31813,,608.3,,,,,,,,EOF550268374,,400.91,13/11/2020,18:59:00,Buy,304.150577,Communication Services,Telecom Services,ZM
US87663X1028,TTCF,Tattooed Chef,5,1.31813,,65.05,,,,,,,,EOF550277673,,17.15,13/11/2020,19:01:00,Buy,13.01085629,Consumer Defensive,Packaged Foods,TTCF
US08862E1091,BYND,Beyond Meat,6,1.3182,20.46,566.95,,,,,,,,EOF550311989,,124.56,13/11/2020,19:11:00,Sell,94.49248976,Consumer Defensive,Packaged Foods,BYND
US74767V1098,QS,QuantumScape,5,1.31742,,73.89,,,,,,,,EOF550514009,,19.47,13/11/2020,20:06:00,Buy,14.778886,Consumer Cyclical,Auto Parts,QS
US74767V1098,QS,QuantumScape,20,1.31753,43.36,288.41,,,,,,0.01,,EOF550523201,,19,13/11/2020,20:09:00,Sell,14.420924,Consumer Cyclical,Auto Parts,QS
US4491091074,HYLN,Hyliion Holdings,4,1.31747,,68.65,,,,,,,,EOF550530403,,22.61,13/11/2020,20:11:00,Buy,17.1616811,Consumer Cyclical,Auto Parts,HYLN
US74767V1098,QS,QuantumScape,5,1.31756,,70.96,,,,,,,,EOF550544749,,18.7,13/11/2020,20:15:00,Buy,14.19290203,Consumer Cyclical,Auto Parts,QS
US62914V1061,NIO,NIO Inc,10,1.31835,,340.43,,,,,,,,EOF550617719,,44.88,13/11/2020,20:36:00,Buy,34.04255319,Consumer Cyclical,Auto Manufacturers,NIO
US74767V1098,QS,QuantumScape,40,1.31865,,576.04,,,,,,,,EOF550626018,,18.99,13/11/2020,20:38:00,Buy,14.40109203,Consumer Cyclical,Auto Parts,QS
US0547481087,AYRO,Ayro,35,1.31899,,106.94,,,,,,,,EOF550704723,,4.03,13/11/2020,20:58:00,Buy,3.055368123,Consumer Cyclical,Auto Manufacturers,AYRO
GB00B63H8491,RR,Rolls-Royce Holdings,200,100,,208.94,,,,,1.04,,,EOF552041102,,103.95,16/11/2020,12:19:00,Buy,1.0395,Industrials,Aerospace & Defense,RR.L
GB0002634946,BA.,BAE Systems,30,100,,144.12,,,,,0.72,,,EOF552126971,,478,16/11/2020,12:39:00,Buy,4.78,Industrials,Aerospace & Defense,BA.L
GB0002634946,BA.,BAE Systems,30,100,-0.09,143.31,,,,,,,,EOF552127758,,477.7,16/11/2020,12:40:00,Sell,4.777,Industrials,Aerospace & Defense,BA.L
US74767V1098,QS,QuantumScape,1,1.31966,0.77,14.94,,,,,,,,EOF552695530,,19.71,16/11/2020,14:35:00,Sell,14.93566525,Consumer Cyclical,Auto Parts,QS
US74767V1098,QS,QuantumScape,1,1.31997,-0.27,13.9,,,,,,,,EOF552807355,,18.35,16/11/2020,14:36:00,Sell,13.9018311,Consumer Cyclical,Auto Parts,QS
US74767V1098,QS,QuantumScape,10,1.3203,-5.32,136.33,,,,,,,,EOF552867032,,18,16/11/2020,14:37:00,Sell,13.63326517,Consumer Cyclical,Auto Parts,QS
US74767V1098,QS,QuantumScape,38,1.32021,-23.06,515.22,,,,,,,,EOF552909397,,17.9,16/11/2020,14:37:00,Sell,13.55844903,Consumer Cyclical,Auto Parts,QS
US74767V1098,QS,QuantumScape,10,1.31887,,144.06,,,,,,,,EOF553039730,,19,16/11/2020,14:42:00,Buy,14.40627204,Consumer Cyclical,Auto Parts,QS
US74767V1098,QS,QuantumScape,5,1.31887,,70.21,,,,,,,,EOF553458567,,18.52,16/11/2020,15:16:00,Buy,14.04232411,Consumer Cyclical,Auto Parts,QS
US74767V1098,QS,QuantumScape,5,1.31774,,73.04,,,,,,,,EOF553795245,,19.25,16/11/2020,16:00:00,Buy,14.60834459,Consumer Cyclical,Auto Parts,QS
US52567D1072,LMND,Lemonade,5,1.31851,,246.26,,,,,,,,EOF554082835,,64.94,16/11/2020,16:47:00,Buy,49.2525654,Financial Services,Insurance—Property & Casualty,LMND
US98980L1017,ZM,Zoom,1,1.31903,,295.21,,,,,,,,EOF554306696,,389.4,16/11/2020,17:46:00,Buy,295.2169397,Communication Services,Telecom Services,ZM
XS2193972598,3LTS,3x Long Tesla GraniteShares,4,1.32063,,67.33,,,,,,,,EOF555428724,,22.23,17/11/2020,08:20:00,Buy,16.83287522,Uncategorised,Uncategorised,3LTS.L
GB00BN7CG237,AML,Aston Martin,1.892544,100,0.19,1.38,,,,,,,,EOF555490287,,72.75,17/11/2020,08:38:00,Sell,0.7275,Consumer Cyclical,Auto Manufacturers,AML.L
JE00BG6L7297,BOO,boohoo,40,100,4.28,115.2,,,,,,,,EOF555493887,,288,17/11/2020,08:40:00,Sell,2.88,Consumer Cyclical,Internet Retail,BOO.L
XS2193972598,3LTS,3x Long Tesla GraniteShares,16,1.32608,,282.56,,,,,,,,EOF555883774,,23.42,17/11/2020,11:43:00,Buy,17.66107625,Uncategorised,Uncategorised,3LTS.L
US88160R1014,TSLA,Tesla,9,1.3256,44.33,3094.37,,,,,,0.07,,EOF556197436,,455.78,17/11/2020,14:30:00,Sell,343.8292094,Consumer Cyclical,Auto Manufacturers,TSLA
XS2193972598,3LTS,3x Long Tesla GraniteShares,60,1.32578,128.83,1031.32,,,,,,,,EOF556223864,,22.79,17/11/2020,14:31:00,Sell,17.18988067,Uncategorised,Uncategorised,3LTS.L
US88160R1014,TSLA,Tesla,10,1.32499,26.11,3415.12,,,,,,,,EOF556513490,,452.5,17/11/2020,14:38:00,Sell,341.5120114,Consumer Cyclical,Auto Manufacturers,TSLA
US88160R1014,TSLA,Tesla,2,1.32562,,695.84,,,,,,,,EOF556590593,,461.21,17/11/2020,14:42:00,Buy,347.9202185,Consumer Cyclical,Auto Manufacturers,TSLA
XS2193972598,3LTS,3x Long Tesla GraniteShares,20,1.32551,,356.64,,,,,,,,EOF556600619,,23.64,17/11/2020,14:42:00,Buy,17.83464478,Uncategorised,Uncategorised,3LTS.L
IE00BK5BZY66,2TSL,2x Tesla,20,100,68.18,3160,,,,,,,,EOF556636894,,15800,17/11/2020,14:45:00,Sell,158,Uncategorised,Uncategorised,2TSL.L
IE00BK5BZY66,2TSL,2x Tesla,3,100,,469.5,,,,,,,,EOF556657813,,15650,17/11/2020,14:46:00,Buy,156.5,Uncategorised,Uncategorised,2TSL.L
US88160R1014,TSLA,Tesla,3,1.32509,,1030.11,,,,,,,,EOF556709343,,455,17/11/2020,14:51:00,Buy,343.372903,Consumer Cyclical,Auto Manufacturers,TSLA
US62914V1061,NIO,NIO Inc,10,1.32557,9.53,349.96,,,,,,,,EOF556716245,,46.39,17/11/2020,14:52:00,Sell,34.99626576,Consumer Cyclical,Auto Manufacturers,NIO
US88160R1014,TSLA,Tesla,2,1.32557,,678.38,,,,,,,,EOF556808859,,449.62,17/11/2020,15:00:00,Buy,339.1899334,Consumer Cyclical,Auto Manufacturers,TSLA
XS2193972598,3LTS,3x Long Tesla GraniteShares,10,1.32532,,165.02,,,,,,,,EOF556906247,,21.87,17/11/2020,15:10:00,Buy,16.50167507,Uncategorised,Uncategorised,3LTS.L
US88160R1014,TSLA,Tesla,3,1.32536,,1012.62,,,,,,,,EOF556909649,,447.36,17/11/2020,15:11:00,Buy,337.5384801,Consumer Cyclical,Auto Manufacturers,TSLA
US08862E1091,BYND,Beyond Meat,10,1.32586,,960.06,,,,,,,,EOF556937867,,127.29,17/11/2020,15:14:00,Buy,96.00561145,Consumer Defensive,Packaged Foods,BYND
IE00BK5BZY66,2TSL,2x Tesla,1,100,,149.52,,,,,,,,EOF556952553,,14952,17/11/2020,15:16:00,Buy,149.52,Uncategorised,Uncategorised,2TSL.L
US74767V1098,QS,QuantumScape,10,1.3259,,135.76,,,,,,,,EOF556996533,,18,17/11/2020,15:22:00,Buy,13.57568444,Consumer Cyclical,Auto Parts,QS
US0547481087,AYRO,Ayro,35,1.32468,1.12,108.06,,,,,,,,EOF557138589,,4.09,17/11/2020,15:41:00,Sell,3.087538122,Consumer Cyclical,Auto Manufacturers,AYRO
US01609W1027,BABA,Alibaba,3,1.32527,,583.33,,,,,,,,EOF557334348,,257.69,17/11/2020,16:10:00,Buy,194.4433964,Consumer Cyclical,Internet Retail,BABA
US09354A1007,BLNK,Blink Charging,10,1.325,23.07,102.79,,,,,,,,EOF557493196,,13.62,17/11/2020,16:37:00,Sell,10.27924528,Consumer Cyclical,Specialty Retail,BLNK
US88160R1014,TSLA,Tesla,2,1.32424,,662.56,,,,,,,,EOF557628245,,438.7,17/11/2020,17:10:00,Buy,331.2843593,Consumer Cyclical,Auto Manufacturers,TSLA
US09354A1007,BLNK,Blink Charging,10,1.32489,,107.48,,,,,,,,EOF557665012,,14.24,17/11/2020,17:20:00,Buy,10.7480621,Consumer Cyclical,Specialty Retail,BLNK
US88160R1014,TSLA,Tesla,3,1.32481,,1003.16,,,,,,,,EOF557695698,,443,17/11/2020,17:28:00,Buy,334.3875726,Consumer Cyclical,Auto Manufacturers,TSLA
US31188V1008,FSLY,Fastly,10,1.32473,,588.42,,,,,,,,EOF557700104,,77.95,17/11/2020,17:29:00,Buy,58.84217916,Technology,Software—Application,FSLY
US01609W1027,BABA,Alibaba,2,1.32481,,388.39,,,,,,,,EOF557701362,,257.27,17/11/2020,17:29:00,Buy,194.1938844,Consumer Cyclical,Internet Retail,BABA
US62914V1061,NIO,NIO Inc,3,1.32448,,105.64,,,,,,,,EOF557751417,,46.64,17/11/2020,17:42:00,Buy,35.21381976,Consumer Cyclical,Auto Manufacturers,NIO
US83304A1060,SNAP,Snap Inc.,3,1.32561,,89.48,,,,,,,,EOF558119714,,39.54,17/11/2020,19:22:00,Buy,29.8277774,Communication Services,Internet Content & Information,SNAP
US70614W1009,PTON,Peloton Interactive,7,1.32555,,537.37,,,,,,,,EOF558122080,,101.76,17/11/2020,19:22:00,Buy,76.76813398,Consumer Cyclical,Leisure,PTON
US98980L1017,ZM,Zoom,2,1.32509,,606.86,,,,,,,,EOF558479941,,402.07,17/11/2020,20:44:00,Buy,303.4284464,Communication Services,Telecom Services,ZM
US62914V1061,NIO,NIO Inc,3,1.32541,0.74,106.38,,,,,,,,EOF558537483,,47,17/11/2020,20:56:00,Sell,35.46072536,Consumer Cyclical,Auto Manufacturers,NIO
ES0177542018,IAG,IAG SA,262,100,,399.42,,,,,,,,EOF558937404,,152.45,18/11/2020,08:27:00,Buy,1.5245,Industrials,Airlines,IAG.L
IE00B4ND3602,SGLN,iShares Physical Gold,5.42299349,100,,150,,,,,,,,EOF559064624,,2766,18/11/2020,09:24:00,Buy,27.66,Uncategorised,Uncategorised,SGLN.L
US30303M1027,FB,Facebook,2,1.32982,,412.58,,,,,,,,EOF560283682,,274.33,18/11/2020,15:07:00,Buy,206.291077,Communication Services,Internet Content & Information,FB
US88160R1014,TSLA,Tesla,15,1.32919,108.42,5190.98,,,,,,0.11,,EOF560922190,,460,18/11/2020,16:28:00,Sell,346.0754294,Consumer Cyclical,Auto Manufacturers,TSLA
US88160R1014,TSLA,Tesla,2,1.32988,,700.77,,,,,,,,EOF560994945,,465.97,18/11/2020,16:41:00,Buy,350.3849971,Consumer Cyclical,Auto Manufacturers,TSLA
US15961R1059,CHPT,ChargePoint Holdings,13,1.32974,,195.92,,,,,,,,EOF561049608,,20.04,18/11/2020,16:52:00,Buy,15.07061531,Consumer Cyclical,Specialty Retail,CHPT
US88160R1014,TSLA,Tesla,3,1.32977,,1059.57,,,,,,,,EOF561059057,,469.66,18/11/2020,16:54:00,Buy,353.1888973,Consumer Cyclical,Auto Manufacturers,TSLA
US88160R1014,TSLA,Tesla,4,1.32955,,1449.24,,,,,,,,EOF561131629,,481.71,18/11/2020,17:06:00,Buy,362.3105562,Consumer Cyclical,Auto Manufacturers,TSLA
US48138M1053,JMIA,Jumia Technologies,14,1.3293,,200.95,,,,,,,,EOF561205767,,19.08,18/11/2020,17:19:00,Buy,14.35341909,Consumer Cyclical,Internet Retail,JMIA
US88160R1014,TSLA,Tesla,9,1.32877,3.68,3213.26,,,,,,,,EOF561250489,,474.41,18/11/2020,17:28:00,Sell,357.0294332,Consumer Cyclical,Auto Manufacturers,TSLA
US88160R1014,TSLA,Tesla,5,1.32852,,1804.89,,,,,,,,EOF561304613,,479.57,18/11/2020,17:40:00,Buy,360.9806401,Consumer Cyclical,Auto Manufacturers,TSLA
US48138M1053,JMIA,Jumia Technologies,14,1.32902,7.73,208.68,,,,,,,,EOF561419342,,19.81,18/11/2020,18:08:00,Sell,14.90572,Consumer Cyclical,Internet Retail,JMIA
US88160R1014,TSLA,Tesla,5,1.32834,,1819.71,,,,,,,,EOF561424459,,483.44,18/11/2020,18:09:00,Buy,363.9429664,Consumer Cyclical,Auto Manufacturers,TSLA
US70614W1009,PTON,Peloton Interactive,6,1.32832,,460.51,,,,,,,,EOF561429119,,101.95,18/11/2020,18:10:00,Buy,76.75108408,Consumer Cyclical,Leisure,PTON
US48138M1053,JMIA,Jumia Technologies,7,1.32843,,105.33,,,,,,,,EOF561452910,,19.99,18/11/2020,18:15:00,Buy,15.04783843,Consumer Cyclical,Internet Retail,JMIA
US88160R1014,TSLA,Tesla,1,1.32848,,366.98,,,,,,,,EOF561490718,,487.53,18/11/2020,18:23:00,Buy,366.9833193,Consumer Cyclical,Auto Manufacturers,TSLA
US88160R1014,TSLA,Tesla,3,1.3282,,1105.43,,,,,,,,EOF561858069,,489.41,18/11/2020,19:47:00,Buy,368.4761331,Consumer Cyclical,Auto Manufacturers,TSLA
US88160R1014,TSLA,Tesla,1,1.32789,,372.51,,,,,,,,EOF562032555,,494.65,18/11/2020,20:25:00,Buy,372.508265,Consumer Cyclical,Auto Manufacturers,TSLA
US88160R1014,TSLA,Tesla,15,1.32746,31.17,5500.69,,,,,,,,EOF562119030,,486.8,18/11/2020,20:43:00,Sell,366.7153813,Consumer Cyclical,Auto Manufacturers,TSLA
US88160R1014,TSLA,Tesla,4,1.3272,,1464.74,,,,,,,,EOF562131011,,486,18/11/2020,20:45:00,Buy,366.1844485,Consumer Cyclical,Auto Manufacturers,TSLA
US88160R1014,TSLA,Tesla,1,1.32718,,365.38,,,,,,,,EOF562138916,,484.93,18/11/2020,20:47:00,Buy,365.383746,Consumer Cyclical,Auto Manufacturers,TSLA
US88160R1014,TSLA,Tesla,3,1.3272,,1094.02,,,,,,,,EOF562139414,,484,18/11/2020,20:47:00,Buy,364.6775166,Consumer Cyclical,Auto Manufacturers,TSLA
US88160R1014,TSLA,Tesla,2,1.32666,,732.66,,,,,,,,EOF562179021,,486,18/11/2020,20:54:00,Buy,366.3334992,Consumer Cyclical,Auto Manufacturers,TSLA
US88160R1014,TSLA,Tesla,2,1.32696,,733.71,,,,,,,,EOF562210818,,486.8,18/11/2020,20:59:00,Buy,366.85356,Consumer Cyclical,Auto Manufacturers,TSLA
IE00BK5BZY66,2TSL,2x Tesla,20,100,341.92,3434.4,,,,,,,,EOF562498749,,17172,19/11/2020,08:04:00,Sell,171.72,Uncategorised,Uncategorised,2TSL.L
XS2193972598,3LTS,3x Long Tesla GraniteShares,20,1.32231,,403.08,,,,,,,,EOF562539791,,26.65,19/11/2020,08:11:00,Buy,20.15412422,Uncategorised,Uncategorised,3LTS.L
XS2193972598,3LTS,3x Long Tesla GraniteShares,10,1.32121,,204.73,,,,,,,,EOF562573353,,27.05,19/11/2020,08:18:00,Buy,20.47365672,Uncategorised,Uncategorised,3LTS.L
XS2193972598,3LTS,3x Long Tesla GraniteShares,2,1.32127,,39.96,,,,,,,,EOF562685757,,26.4,19/11/2020,08:56:00,Buy,19.98077607,Uncategorised,Uncategorised,3LTS.L
XS2193972598,3LTS,3x Long Tesla GraniteShares,3,1.32574,,62.74,,,,,,,,EOF562980712,,27.73,19/11/2020,11:48:00,Buy,20.91662015,Uncategorised,Uncategorised,3LTS.L
XS2193972598,3LTS,3x Long Tesla GraniteShares,15,1.32623,,313.08,,,,,,,,EOF562983408,,27.68,19/11/2020,11:50:00,Buy,20.87119127,Uncategorised,Uncategorised,3LTS.L
XS2193972598,3LTS,3x Long Tesla GraniteShares,32,1.32542,,695.49,,,,,,,,EOF563016576,,28.81,19/11/2020,12:12:00,Buy,21.73650616,Uncategorised,Uncategorised,3LTS.L
XS2193972598,3LTS,3x Long Tesla GraniteShares,8,1.32429,,174.36,,,,,,,,EOF563023859,,28.86,19/11/2020,12:17:00,Buy,21.79280973,Uncategorised,Uncategorised,3LTS.L
XS2193972598,3LTS,3x Long Tesla GraniteShares,46,1.32423,,1006.75,,,,,,,,EOF563027294,,28.98,19/11/2020,12:19:00,Buy,21.88441585,Uncategorised,Uncategorised,3LTS.L
US88160R1014,TSLA,Tesla,1,1.3227,,383.18,,,,,,,,EOF563949489,,506.83,19/11/2020,15:16:00,Buy,383.1783473,Consumer Cyclical,Auto Manufacturers,TSLA
US88160R1014,TSLA,Tesla,1,1.32234,,381.64,,,,,,,,EOF563992183,,504.66,19/11/2020,15:20:00,Buy,381.6416353,Consumer Cyclical,Auto Manufacturers,TSLA
US88160R1014,TSLA,Tesla,1,1.32274,,382.91,,,,,,,,EOF564471978,,506.5,19/11/2020,16:25:00,Buy,382.9172778,Consumer Cyclical,Auto Manufacturers,TSLA
XS2193972598,3LTS,3x Long Tesla GraniteShares,4,1.32274,,94.05,,,,,,,,EOF564474729,,31.1,19/11/2020,16:26:00,Buy,23.51180126,Uncategorised,Uncategorised,3LTS.L
US88160R1014,TSLA,Tesla,10,1.32277,59.13,3751.29,,,,,,,,EOF564757136,,496.21,19/11/2020,17:18:00,Sell,375.1294632,Consumer Cyclical,Auto Manufacturers,TSLA
US88160R1014,TSLA,Tesla,4,1.32296,,1498.67,,,,,,,,EOF564768527,,495.67,19/11/2020,17:20:00,Buy,374.6674125,Consumer Cyclical,Auto Manufacturers,TSLA
US88160R1014,TSLA,Tesla,2,1.32318,8.62,751.88,,,,,,0.02,,EOF564820492,,497.45,19/11/2020,17:33:00,Sell,375.950362,Consumer Cyclical,Auto Manufacturers,TSLA
US88160R1014,TSLA,Tesla,3,1.32312,,1126.84,,,,,,,,EOF564822146,,496.98,19/11/2020,17:34:00,Buy,375.6121894,Consumer Cyclical,Auto Manufacturers,TSLA
US88160R1014,TSLA,Tesla,5,1.32345,,1877.67,,,,,,,,EOF564918031,,497,19/11/2020,17:58:00,Buy,375.5336431,Consumer Cyclical,Auto Manufacturers,TSLA
US74767V1098,QS,QuantumScape,30,1.3239,4.07,427.14,,,,,,,,EOF564997570,,18.85,19/11/2020,18:19:00,Sell,14.23823552,Consumer Cyclical,Auto Parts,QS
US88160R1014,TSLA,Tesla,2,1.32456,,759.06,,,,,,,,EOF565119997,,502.71,19/11/2020,18:53:00,Buy,379.5298061,Consumer Cyclical,Auto Manufacturers,TSLA
US87663X1028,TTCF,Tattooed Chef,10,1.32482,,118.28,,,,,,,,EOF565341733,,15.67,19/11/2020,19:53:00,Buy,11.82802192,Consumer Defensive,Packaged Foods,TTCF
US15961R1059,CHPT,ChargePoint Holdings,13,1.32487,35.84,231.75,,,,,,0.01,,EOF565347061,,23.62,19/11/2020,19:54:00,Sell,17.82816427,Consumer Cyclical,Specialty Retail,CHPT
US6792951054,OKTA,Okta,0.5,1.32801,,89.84,,,,,,,,EOF566616387,,238.62,20/11/2020,14:31:00,Buy,179.6823819,Technology,Software—Infrastructure,OKTA
US1241551027,BFLY,Butterfly Network,20,1.3287,,188,,,,,,,,EOF568986601,,12.49,20/11/2020,20:28:00,Buy,9.400165575,Healthcare,Medical Devices,BFLY
US87663X1028,TTCF,Tattooed Chef,6,1.32872,,71.26,,,,,,,,EOF569021324,,15.78,20/11/2020,20:39:00,Buy,11.87609128,Consumer Defensive,Packaged Foods,TTCF
US1241551027,BFLY,Butterfly Network,14,1.32935,0.25,131.85,,,,,,,,EOF569059588,,12.52,20/11/2020,20:48:00,Sell,9.418136683,Healthcare,Medical Devices,BFLY
US1241551027,BFLY,Butterfly Network,6,1.32935,0.11,56.51,,,,,,,,EOF569059592,,12.52,20/11/2020,20:48:00,Sell,9.418136683,Healthcare,Medical Devices,BFLY
US58463J3041,MPW,Medical Properties Trust,3.434414,1.33805,,50,,,,,,,,EOF595247479,,19.48,23/11/2020,14:49:00,Buy,14.55849931,Real Estate,REIT—Healthcare Facilities,MPW
US15961R1059,CHPT,ChargePoint Holdings,5,1.3298,,120.81,,,,,,,,EOF597231929,,32.13,23/11/2020,17:00:00,Buy,24.16152805,Consumer Cyclical,Specialty Retail,CHPT
US62914V1061,NIO,NIO Inc,1,1.33038,,39.94,,,,,,,,EOF597356683,,53.13,23/11/2020,17:19:00,Buy,39.93595815,Consumer Cyclical,Auto Manufacturers,NIO
US70614W1009,PTON,Peloton Interactive,6,1.33116,,490.76,,,,,,,,EOF611209947,,108.88,27/11/2020,17:57:00,Buy,81.79332312,Consumer Cyclical,Leisure,PTON
US92826C8394,V,Visa,1,1.33121,,158.4,,,,,,,,EOF611213809,,210.87,27/11/2020,17:58:00,Buy,158.4047596,Financial Services,Credit Services,V
US8522341036,SQ,Square,0.5,1.33127,,79.77,,,,,,,,EOF611218471,,212.39,27/11/2020,17:59:00,Buy,159.5393872,Technology,Software—Infrastructure,SQ
XS2193972598,3LTS,3x Long Tesla GraniteShares,14,1.33417,,503.68,,,,,,,,EOF611975707,,48,30/11/2020,08:38:00,Buy,35.97742417,Uncategorised,Uncategorised,3LTS.L
US15961R1059,CHPT,ChargePoint Holdings,5,1.33676,,146.44,,,,,,,,EOF613612584,,39.15,30/11/2020,14:30:00,Buy,29.28723181,Consumer Cyclical,Specialty Retail,CHPT
US48138M1053,JMIA,Jumia Technologies,7,1.33666,66.7,172.03,,,,,,,,EOF613972408,,32.85,30/11/2020,14:34:00,Sell,24.57618242,Consumer Cyclical,Internet Retail,JMIA
US88160R1014,TSLA,Tesla,10,1.33702,506.58,4250.63,,,,,,0.09,,EOF615129231,,568.33,30/11/2020,15:29:00,Sell,425.0721754,Consumer Cyclical,Auto Manufacturers,TSLA
US88160R1014,TSLA,Tesla,4,1.33546,,1718.95,,,,,,,,EOF615202265,,573.9,30/11/2020,15:31:00,Buy,429.7395654,Consumer Cyclical,Auto Manufacturers,TSLA
US48138M1053,JMIA,Jumia Technologies,25,1.33482,,580.41,,,,,,,,EOF615210448,,30.99,30/11/2020,15:31:00,Buy,23.21661348,Consumer Cyclical,Internet Retail,JMIA
US15961R1059,CHPT,ChargePoint Holdings,20,1.3345,,514.05,,,,,,,,EOF615276959,,34.3,30/11/2020,15:33:00,Buy,25.7025103,Consumer Cyclical,Specialty Retail,CHPT
XS2193972598,3LTS,3x Long Tesla GraniteShares,40,1.33492,,1316.33,,,,,,,,EOF615292095,,43.93,30/11/2020,15:34:00,Buy,32.90833908,Uncategorised,Uncategorised,3LTS.L
US09354A1007,BLNK,Blink Charging,8,1.33468,63.47,144.33,,,,,,,,EOF615389549,,24.08,30/11/2020,15:43:00,Sell,18.0417778,Consumer Cyclical,Specialty Retail,BLNK
XS2193972598,3LTS,3x Long Tesla GraniteShares,15,1.33345,,499.19,,,,,,,,EOF615608507,,44.38,30/11/2020,15:57:00,Buy,33.28208782,Uncategorised,Uncategorised,3LTS.L
XS2193972598,3LTS,3x Long Tesla GraniteShares,15,1.33504,,504.36,,,,,,,,EOF615678174,,44.89,30/11/2020,15:59:00,Buy,33.62446069,Uncategorised,Uncategorised,3LTS.L
US62914V1061,NIO,NIO Inc,10,1.33467,,383.24,,,,,,,,EOF615798216,,51.15,30/11/2020,16:15:00,Buy,38.32408011,Consumer Cyclical,Auto Manufacturers,NIO
US69608A1088,PLTR,Palantir,25,1.33416,,508.37,,,,,,,,EOF615813100,,27.13,30/11/2020,16:18:00,Buy,20.33489237,Technology,Software—Infrastructure,PLTR
US70614W1009,PTON,Peloton Interactive,19,1.33457,123.1,1611.7,,,,,,0.04,,EOF618407958,,113.21,01/12/2020,14:30:00,Sell,84.82882127,Consumer Cyclical,Leisure,PTON
US48138M1053,JMIA,Jumia Technologies,25,1.33447,11.02,591.43,,,,,,,,EOF618727617,,31.57,01/12/2020,14:32:00,Sell,23.65733212,Consumer Cyclical,Internet Retail,JMIA
US08862E1091,BYND,Beyond Meat,5,1.33344,38.07,518.1,,,,,,,,EOF618800615,,138.17,01/12/2020,14:35:00,Sell,103.6192105,Consumer Defensive,Packaged Foods,BYND
US98980L1017,ZM,Zoom,2,1.33346,,633.88,,,,,,,,EOF618824366,,422.63,01/12/2020,14:36:00,Buy,316.9423905,Communication Services,Telecom Services,ZM
US48138M1053,JMIA,Jumia Technologies,10,1.33432,,232.33,,,,,,,,EOF618868667,,31,01/12/2020,14:38:00,Buy,23.23280772,Consumer Cyclical,Internet Retail,JMIA
US87663X1028,TTCF,Tattooed Chef,30,1.33508,,335.93,,,,,,,,EOF619157066,,14.95,01/12/2020,14:51:00,Buy,11.19783084,Consumer Defensive,Packaged Foods,TTCF
US08862E1091,BYND,Beyond Meat,3,1.33533,,305.54,,,,,,,,EOF619636214,,136,01/12/2020,15:32:00,Buy,101.8474834,Consumer Defensive,Packaged Foods,BYND
US08862E1091,BYND,Beyond Meat,3,1.3366,,306.46,,,,,,,,EOF619976516,,136.54,01/12/2020,15:50:00,Buy,102.1547209,Consumer Defensive,Packaged Foods,BYND
XS2193972598,3LTS,3x Long Tesla GraniteShares,10,1.33663,,346.02,,,,,,,,EOF619996875,,46.25,01/12/2020,15:52:00,Buy,34.60194669,Uncategorised,Uncategorised,3LTS.L
US98980L1017,ZM,Zoom,2,1.34178,,619.35,,,,,,,,EOF620174873,,415.52,01/12/2020,16:13:00,Buy,309.6781887,Communication Services,Telecom Services,ZM
GB00B15FWH70,CINE,Cineworld Group,765,100,,499.74,,,,,2.49,,,EOF621900235,,65,02/12/2020,08:14:00,Buy,0.65,Communication Services,Entertainment,CINE.L
GB00B8YZTJ80,VRS,Versarien,150,100,1.88,57.08,,,,,,,,EOF621924147,,38.05,02/12/2020,08:21:00,Sell,0.3805,Basic Materials,Specialty Chemicals,VRS.L
XS2193972598,3LTS,3x Long Tesla GraniteShares,64,1.33717,514.07,2134.79,,,,,,,,EOF621933358,,44.6,02/12/2020,08:24:00,Sell,33.3540238,Uncategorised,Uncategorised,3LTS.L
XS2193972598,3LTS,3x Long Tesla GraniteShares,50,1.33512,347.9,1614.09,,,,,,,,EOF622047033,,43.1,02/12/2020,09:10:00,Sell,32.28174247,Uncategorised,Uncategorised,3LTS.L
XS2193972598,3LTS,3x Long Tesla GraniteShares,50,1.33589,321.5,1587.69,,,,,,,,EOF622051693,,42.42,02/12/2020,09:13:00,Sell,31.75411149,Uncategorised,Uncategorised,3LTS.L
XS2193972598,3LTS,3x Long Tesla GraniteShares,50,1.33573,,1632.47,,,,,,,,EOF622076115,,43.61,02/12/2020,09:30:00,Buy,32.64881376,Uncategorised,Uncategorised,3LTS.L
